income,emi,expense,savings,emergency_fund,dependents,loans,insurance,risk
37101,2775,121497,490399,45619,4,3,2,1
62124,65149,36616,472871,185639,3,2,1,1
119879,25479,109165,55863,173115,1,3,0,1
194052,16351,145203,247908,44825,3,1,1,1
154886,18263,87694,15735,146902,1,2,1,1
146407,23741,20692,440511,45541,1,2,1,0
174302,19520,35566,335337,161206,1,4,1,0
135956,70744,43455,421234,54219,0,1,2,0
174934,58870,96694,237068,43856,0,3,1,0
164450,54353,24031,211144,65982,3,3,1,0
153690,6587,72790,293624,151599,1,3,2,0
114373,35303,44700,486252,123728,0,4,1,0
173914,13900,137992,342203,1881,3,3,2,1
51151,48920,119388,198303,3262,3,4,1,1
59722,50818,16901,117473,8597,4,0,1,1
161877,11874,96402,276223,180922,3,0,2,0
125606,49500,130062,12100,57021,3,0,2,1
199472,29437,30862,273813,121219,4,4,2,0
7985,73648,51235,281075,92876,0,3,0,1
74504,51148,123936,16279,199737,1,2,0,1
110750,77485,84055,91911,98618,1,2,0,1
118892,71128,62495,82806,93185,1,0,1,1
175591,49649,105402,292820,64093,4,0,2,1
77307,31923,127449,494955,47574,3,0,0,1
36027,35464,44485,259438,150528,3,2,2,1
18409,69327,46639,231182,194699,0,4,1,1
190272,57415,28074,146621,29963,0,2,1,0
21061,58226,123502,284944,116192,1,4,0,1
193839,28054,23233,242277,156140,2,0,0,0
18682,23383,68160,224404,23666,1,2,2,1
15234,57616,19221,142482,192485,3,1,1,1
81918,78116,132226,449779,44757,1,0,2,1
187329,307,66889,462111,35944,3,3,1,1
30954,55021,99959,226999,4992,1,1,0,1
191827,13255,145639,310991,179075,3,2,0,0
48919,3358,98535,252557,105982,1,2,1,0
98079,55805,85033,238483,98239,1,2,2,0
74783,19738,20703,113776,180494,2,3,0,0
49724,32299,25641,341678,6305,1,3,2,1
126987,20566,134591,67766,6511,0,0,1,1
9765,20354,33929,159892,111576,3,0,1,1
18780,6589,103664,439155,182565,4,1,1,0
24309,54195,35901,154648,162580,0,1,0,1
129997,35440,105082,367727,56683,3,2,1,1
83484,13026,78309,308071,188607,2,1,1,0
58592,7347,43776,396999,55798,2,4,0,0
191233,60652,139572,243767,20922,4,4,0,1
153040,30266,12866,112669,5898,3,3,2,1
170465,10956,147150,422847,95676,4,3,1,1
122192,41574,41417,350164,83639,1,3,0,0
120584,54710,96567,222820,75886,0,0,0,0
184689,72373,30884,267598,74960,2,4,1,0
125592,59993,138652,402064,78672,4,2,1,1
47222,49223,75333,183804,122650,4,0,2,1
14460,9275,139593,122672,197014,0,1,1,1
160438,44036,80021,369349,199226,1,1,0,0
10368,4621,68829,391180,191366,3,2,2,0
29042,15086,99424,182690,149395,3,2,1,1
116023,10283,56999,62780,22908,0,2,1,1
174024,37663,132019,371852,192453,1,4,2,0
183173,69443,67530,440015,135899,3,4,1,0
119527,5313,121362,246517,28807,2,0,2,0
55113,52999,68219,166258,168038,1,4,0,1
58218,19229,85209,27877,189073,1,4,0,1
152878,37034,65468,412310,188868,1,4,1,0
44531,52227,13164,93078,41247,1,1,2,1
55599,71545,145624,402633,189651,2,2,1,1
139794,70442,105632,171103,21438,3,0,0,1
46938,49028,69807,312021,43461,2,0,1,1
150263,27386,64786,275848,56635,3,0,1,1
117752,25416,142886,78537,50258,4,4,2,1
40699,46335,56806,339997,194840,3,1,0,1
90016,1609,76253,478697,91128,1,0,0,0
162005,77154,149379,223279,108297,2,2,2,1
55772,72084,50149,348844,158598,0,1,0,1
50865,25553,114501,322554,103754,0,2,1,0
197994,73914,11881,432783,47365,0,3,2,0
161078,41198,110649,409675,163515,4,3,2,0
141949,39553,145994,384922,117018,3,3,0,1
121477,28202,71692,213456,20855,3,4,0,1
54241,52003,104837,223068,94283,4,1,2,1
109428,52347,136244,482076,69518,3,3,2,1
17748,21097,144164,53311,22692,2,3,0,1
84507,70469,14926,484515,3969,1,4,1,1
25323,16428,44578,86486,64140,2,4,1,1
136763,66467,67062,228338,144933,3,0,0,0
46347,3121,93793,28164,25491,2,4,1,1
31553,60380,54331,227105,120617,0,1,2,1
80910,4675,87986,207288,10068,4,2,2,1
133180,287,32337,151738,132233,1,1,0,0
174823,14758,13178,31831,133248,2,4,2,0
117025,44910,100417,189323,166494,0,0,2,1
88291,7135,10320,496174,152756,1,1,1,0
103071,48899,119863,41777,46250,2,4,2,1
185418,2537,25216,346293,3009,0,1,1,0
193069,62559,74892,332553,139707,1,0,0,0
38783,34152,68741,369193,182574,4,4,1,1
91483,59754,97592,356687,43169,1,0,1,1
10543,56392,31067,51033,45256,1,0,1,1
158263,72742,128843,479809,28992,2,3,1,0
149282,26270,146269,244929,7452,3,4,0,1
116462,16663,103076,249737,19053,4,1,1,1
157225,5247,147207,136645,79267,4,3,0,1
112615,27564,38835,454803,7697,2,4,2,0
14615,5060,140499,76436,191591,2,3,0,1
77684,56918,89558,216621,81422,3,0,0,1
166077,6638,47419,33377,106244,4,2,2,1
192135,22394,77789,234318,110634,0,4,2,0
149738,20955,120674,103533,81845,4,2,2,1
199180,48924,19726,191896,40542,1,4,0,0
89698,15960,40791,287360,163539,3,2,2,0
140150,78389,60519,266186,49052,1,2,1,0
39754,18624,95886,157753,89524,0,0,1,1
99108,7493,79639,231452,54383,2,0,2,0
183363,5594,17371,47315,127251,0,3,2,0
91005,7130,147900,319658,183736,3,3,2,0
179004,61269,85986,348103,2035,1,1,2,0
161697,44950,66396,492443,118920,3,2,2,0
44346,70411,86441,46121,60197,1,2,2,1
178503,4837,11466,292915,83886,2,4,0,0
78369,1893,40573,96907,171946,2,4,0,0
123580,33367,101404,205400,57724,0,3,1,0
33931,9290,131136,342022,90477,1,2,1,0
110686,27052,117286,478705,40475,2,0,1,0
153376,46546,17008,310435,158477,2,3,0,0
65354,78543,28157,490909,35315,4,4,2,1
150399,946,24693,289385,115194,4,3,1,0
197933,11350,66809,101894,97557,0,1,0,1
22576,29001,93384,390,45436,1,2,0,1
10867,9121,11539,484240,148099,2,1,0,1
146382,63965,121048,358588,69922,4,2,1,1
13947,71466,58785,382107,507,4,2,2,1
21122,7354,119598,424195,86436,0,1,2,0
41483,73373,44069,138442,119873,3,3,1,1
100761,692,38926,361926,104700,0,1,1,0
10209,6533,96597,269355,9927,2,4,1,1
81382,7933,113780,40696,196521,0,1,0,1
162195,7797,60013,401562,164744,4,3,2,0
31140,1184,121361,153267,5606,4,3,1,1
95385,18690,68502,255658,179921,3,4,1,0
54056,63851,108234,474718,41850,1,3,0,1
34793,39516,29627,323966,183320,0,4,2,1
109186,28557,81334,468379,106719,3,2,2,0
17720,57608,117449,102828,126613,4,4,1,1
171964,77242,126041,126202,77606,1,4,2,1
162550,71042,56418,455433,100699,4,2,1,0
141587,36133,107628,76946,85058,1,3,2,1
92939,42674,137572,225730,29831,4,2,0,1
58051,72013,66652,65524,6470,1,0,1,1
49439,14308,101563,227328,35081,2,0,0,0
169145,26299,40063,69453,199544,2,4,2,1
163744,38417,62413,255116,65066,3,1,2,0
164163,50494,113864,411826,132151,2,0,0,0
12235,62712,135849,255493,79823,4,4,0,1
184736,45203,76677,418641,123246,1,1,1,0
74806,42814,80219,442862,170956,1,0,2,0
74322,21650,104242,402406,38196,1,4,0,0
181832,21042,53894,400085,192150,2,1,2,0
33379,2962,127626,438963,125180,0,4,1,0
10730,13921,29023,438565,126796,3,3,2,1
25923,8876,70973,396103,194795,4,1,0,0
76576,10304,40341,397974,148082,2,2,2,0
137447,22092,141562,3729,137046,0,4,0,1
101870,21398,44650,414508,103889,2,2,1,0
26638,1073,39320,463092,34924,0,4,1,0
7159,48940,89436,470192,14678,3,4,1,1
142844,67163,61137,423448,61497,1,0,1,0
187520,901,97980,369738,2881,2,4,2,0
50201,59251,82572,39255,63212,2,0,0,1
187700,61360,145675,486525,127466,1,0,1,0
70756,46994,66344,446991,138421,2,0,0,1
126897,37344,93791,155371,179047,1,1,0,1
86788,40581,24175,137263,83434,1,1,1,0
28283,59123,112780,423240,180702,3,0,0,1
51216,71833,68755,27856,73870,2,0,0,1
101502,3332,76323,432206,9873,1,4,0,0
110219,5033,83324,277833,109756,0,2,2,0
12533,70152,125828,321802,38498,4,4,1,1
185108,58531,22940,380171,16932,1,3,0,0
37966,27777,52598,190271,144870,4,4,1,1
136250,17118,32616,131870,7601,3,3,2,1
181336,72833,13084,358009,731,1,2,1,0
49130,29265,78469,146259,156863,4,2,1,1
175939,893,109694,19773,4239,0,3,2,1
6515,14605,66240,5586,120419,2,0,0,1
127990,20711,64962,20039,36561,3,3,2,1
6577,28350,20785,72227,118680,1,4,1,1
60192,1462,138848,195245,146583,2,1,2,1
86010,72573,117803,119682,13386,4,2,1,1
120375,21045,101319,116582,135994,2,3,1,1
100558,15240,112272,264860,147646,3,2,2,0
197898,20213,81916,197223,50906,3,0,2,1
75474,38185,97924,262048,34980,0,2,2,0
121944,11695,130494,234941,8802,3,4,0,1
34086,30480,138023,372339,178838,1,1,1,1
124501,70990,25386,366862,37425,3,2,1,0
183734,75452,77443,291568,88844,0,1,1,0
107478,62699,124012,154721,173137,4,4,0,1
26029,53639,124010,407861,31105,0,4,1,1
152032,11357,112739,313940,15804,4,2,0,1
12951,6449,29065,363647,105072,2,0,1,0
187774,36993,147126,230881,107357,0,0,0,1
94156,28307,57922,194152,93348,0,4,1,0
135744,57608,110963,171349,31551,1,4,1,1
48258,35693,139553,26950,154560,0,0,0,1
73689,23834,44474,43066,10400,3,1,0,1
33899,28229,15583,398113,71537,1,0,0,1
149401,71792,141300,483498,37052,1,0,2,0
38686,76981,108802,456477,133881,1,1,2,1
105422,71927,89465,220934,113221,1,0,1,1
99000,73779,41601,330090,198428,4,1,1,1
109186,62894,17465,56754,92850,3,2,1,0
34511,48821,75776,249200,44462,2,0,2,1
161258,22813,88282,109779,18557,4,2,0,1
142152,13854,132013,198767,158097,1,0,1,1
124181,27094,76766,345197,155063,2,2,0,0
176947,26081,34354,93297,18300,0,3,0,0
65892,35525,16464,16562,107392,2,4,0,1
113047,74219,42634,262204,9269,1,3,0,1
185809,32016,21962,33302,85382,3,4,2,1
125654,39725,19196,43459,87245,2,1,1,0
29700,76427,15269,383775,43880,3,0,1,1
40897,58565,24380,207968,70934,1,4,2,1
87987,49178,148009,384096,39886,3,4,2,1
30279,38106,120776,101444,106300,1,1,0,1
108247,8997,116102,347855,116045,4,1,2,1
195542,63656,86290,56633,26655,1,2,2,1
54768,48128,93123,108255,166405,1,1,1,1
128549,55421,82635,285904,142432,1,2,2,0
141873,14130,117215,150056,88095,2,3,0,1
197319,69101,98177,72902,92172,0,3,1,1
53639,59838,10992,72394,67657,0,4,2,1
155644,4136,71868,344407,32167,0,0,0,0
24585,17272,36619,337213,39895,0,3,0,1
166040,53364,61567,91229,192679,1,2,0,1
83518,32919,100697,57196,115600,1,1,0,1
38324,78929,142624,51272,166925,0,4,2,1
159961,54675,83591,463406,153706,3,0,0,0
192470,40718,123627,213988,26870,2,1,1,1
18016,42137,141225,138925,12379,0,1,0,1
131082,63456,21049,394002,161771,0,3,0,0
62986,38762,104774,221849,150882,3,3,0,1
25085,46854,43980,318261,145213,0,0,0,1
94353,29813,75679,141753,3228,3,3,2,1
180336,42317,112489,176326,40096,1,0,0,1
125382,68546,120489,444874,180621,3,0,1,0
112051,15116,30045,419543,35709,1,3,1,0
124779,42919,93521,486121,189518,4,0,1,0
11447,5499,49041,293459,132371,2,2,2,0
143561,32355,83805,330511,109906,1,3,0,0
92173,1996,54387,3089,98827,3,2,1,1
100965,70726,80111,237103,165637,3,2,0,1
158956,17199,70038,57786,109636,2,2,1,1
5534,36132,125720,298254,189826,4,0,1,1
134863,66708,116311,34409,150396,2,1,1,1
5363,10358,144312,465417,45689,0,0,2,1
180037,77534,10882,413440,105227,3,1,0,0
128745,30825,38885,171128,134275,1,4,2,0
73619,21584,18521,181089,33541,4,2,2,0
123206,64952,143639,409337,132746,3,4,1,1
165212,9327,33331,23004,119243,4,1,0,1
14045,20116,28667,337201,74205,3,0,0,1
116001,46501,142341,270012,161323,3,1,2,1
178501,41337,93600,455730,8433,2,1,0,0
26751,16453,58570,177169,24503,3,0,1,1
56482,54857,132989,410616,40115,1,1,1,1
29600,37706,29222,361185,104504,3,4,2,1
144718,13543,88353,424622,88992,4,1,2,0
91450,29553,33548,456437,168337,4,3,0,0
36625,24918,124826,114881,183481,1,3,0,1
104246,27689,104948,21341,97554,1,2,1,1
92759,68416,96807,295457,46900,0,1,0,1
101367,49156,97453,158901,25938,4,2,1,1
65282,47801,13326,396875,191361,2,3,1,1
146900,47588,21221,404427,13569,4,1,1,1
188383,13515,81695,253078,106749,3,0,2,0
73580,75148,15636,261578,77129,3,4,0,1
10812,654,64633,17143,55934,3,2,2,1
107127,48867,70101,158272,88074,3,1,0,0
123422,39148,92928,151770,173542,4,2,1,1
83012,70247,66116,144233,32152,3,3,1,1
25836,66543,79444,93109,150259,3,2,0,1
163177,877,93788,359014,83308,1,2,1,0
104508,28742,21831,113768,85092,2,1,2,0
109824,18830,65044,336092,69202,2,1,1,0
162699,15198,79521,106471,29475,0,3,1,1
96555,42292,115386,233378,136701,0,1,0,0
170837,74499,140908,245160,187646,4,1,2,1
32675,72267,21332,254817,19177,0,1,0,1
89335,4951,38333,283817,114421,1,0,1,0
27821,25494,109477,388227,112698,0,3,2,1
23646,77360,47335,331495,114934,2,2,1,1
107326,77527,96704,424315,170457,0,4,2,1
94626,40387,56015,102877,15339,3,2,1,1
151800,6997,139526,431739,121648,3,4,2,1
69926,40633,13317,307124,44115,3,4,0,0
195414,15504,47196,328082,139677,4,1,1,0
189381,27043,43635,210387,80691,2,4,2,0
98944,72107,125267,451105,39236,1,1,0,1
115540,44921,131225,472585,66917,2,3,2,0
28956,63879,68560,476016,110310,4,4,0,1
6168,45124,62797,297438,174899,4,2,2,1
146458,64817,75184,210765,37879,0,4,2,0
90936,77065,65390,409861,54144,1,2,0,1
123910,69711,106055,388333,134515,3,0,0,0
88732,79790,89557,333404,159762,0,0,0,1
153866,19881,101288,471678,119020,4,3,0,0
29502,22486,121813,169330,188788,4,0,2,1
87768,10748,72785,76050,22738,1,1,2,1
20123,25616,21182,352513,193085,3,2,0,1
36556,21876,61962,90054,24099,4,3,1,1
58144,65220,17837,180427,178371,4,0,2,1
107413,51012,140193,452521,148178,3,1,0,0
173733,21120,68655,190715,93448,3,3,0,0
54570,50901,70186,122066,128364,3,3,0,1
24156,76208,105377,305007,65439,2,3,1,1
101176,29777,97201,409414,152483,1,3,1,0
150338,39422,131544,424429,138439,2,2,1,0
56588,38285,136683,256157,36307,0,3,1,1
142450,76958,113215,98707,144252,3,0,0,1
194574,5470,102969,91493,6523,3,1,1,1
50641,22990,39661,144491,14457,0,3,2,0
38085,50654,147202,105723,133114,1,1,1,1
164788,78137,46018,139133,139681,3,1,0,0
13177,30111,98578,477397,89941,1,2,2,1
87428,58031,85020,5495,28481,3,1,2,1
142815,54800,113475,179845,57042,4,1,0,1
181844,43730,79093,69123,16535,2,2,2,1
94080,58535,51269,80674,42462,3,0,0,1
95925,66381,109468,242330,63749,0,3,0,1
56024,3832,42332,12467,41025,3,3,2,1
99202,43481,143653,75118,124010,2,2,1,1
89363,63044,21814,361484,10024,0,4,0,1
12435,67084,80601,481632,120871,4,2,2,1
123647,25092,139753,385546,101190,4,1,1,1
190459,43169,87511,444958,40522,4,4,1,1
104397,3880,53539,240056,199393,1,0,2,0
186798,48784,123034,436549,171900,2,1,1,0
61920,75515,103860,24624,193587,0,1,2,1
162828,60390,78369,201893,9589,4,4,1,1
180858,76425,25994,494255,111915,1,0,1,0
61677,32930,83313,224923,113153,4,0,2,0
92876,13403,90052,248550,73495,4,2,1,1
139457,57241,75030,177577,164404,2,4,2,0
161635,36404,65182,295135,104601,2,0,0,0
42500,33785,94146,482342,47997,2,4,2,1
137965,13753,48090,458138,59412,1,2,2,0
198646,37201,24016,287166,27938,3,0,0,0
110514,56805,143058,76478,143233,1,3,0,1
104273,74308,73745,132283,131301,4,1,1,1
36819,47779,102244,65584,151022,0,2,1,1
33036,71356,13052,306521,198910,3,1,0,1
35461,20750,19472,331407,112036,2,3,2,0
108262,66060,19079,139471,60726,2,4,1,1
48162,3749,21353,112313,28477,2,0,2,0
9551,68359,136150,473919,172517,4,2,1,1
56134,67847,59756,385007,61192,1,1,0,1
157053,24143,117044,181062,128406,0,4,1,1
75309,12446,129156,338144,179704,0,0,2,0
108002,53463,36572,280092,116528,2,3,2,0
49678,12963,59434,66617,151341,1,0,0,1
84732,77225,92867,168600,78972,2,4,1,1
169404,78929,12251,438933,99108,3,3,0,0
17224,60624,114320,227444,160371,4,0,2,1
9141,23350,80871,136149,46015,3,4,1,1
195912,59902,15577,282146,50711,3,3,2,0
101498,66830,90632,298977,24398,1,2,2,1
158412,64994,73884,346505,17482,1,1,2,0
46256,14650,38930,216779,100400,1,0,0,0
152631,32334,23288,153470,12191,3,3,1,1
70140,25251,15147,50508,52224,3,2,1,0
39808,67288,68959,395065,68178,0,4,2,1
49565,20183,11132,169331,63668,3,3,0,0
78169,50639,110417,1044,177763,3,4,1,1
79329,1620,72224,449871,95419,2,0,2,0
60856,49252,65809,22259,20655,2,0,2,1
90945,11110,147145,362990,80818,3,1,2,1
180400,46202,136545,89743,185731,3,4,2,1
160917,30562,38036,191824,74233,1,1,2,0
166616,62532,67705,20104,124336,0,3,1,1
37317,31416,115585,461261,152472,1,4,2,1
74468,59473,33723,322790,197327,2,2,2,1
101881,20541,55929,123199,26028,1,1,1,0
167046,58899,112511,355288,64824,4,3,2,1
82261,50227,39483,7265,22763,4,4,2,1
42420,9247,31058,246301,34929,3,4,2,0
91489,47356,87597,268185,78209,2,3,0,0
180794,17548,146491,166562,115158,0,1,0,1
29309,66344,82255,258078,81899,1,1,0,1
182732,50281,123451,247113,767,2,0,1,0
151404,14621,86870,18174,124357,2,4,2,1
185536,71805,27194,157883,72377,0,1,0,0
81298,59238,115433,107092,2147,3,3,1,1
197180,2013,95617,213482,53502,4,3,1,1
14479,75361,134232,367730,81171,0,2,0,1
142934,69959,66022,258970,61991,1,2,1,0
36826,42879,82361,240028,77990,3,0,0,1
29530,78052,116080,467310,74255,1,3,0,1
175715,10100,148928,431385,159876,4,3,0,0
174578,67306,22404,402205,196377,4,0,1,0
162359,65472,44160,268933,158253,1,1,1,0
10544,13275,73248,296694,53693,4,1,1,1
85021,15605,60713,413606,75403,2,2,2,0
120631,16984,135580,373460,153832,1,4,2,0
54402,65614,101009,433048,45836,1,2,1,1
173993,70434,141049,338551,7610,0,2,2,0
155737,70246,96148,45890,137866,0,3,0,1
25608,69211,93996,56017,57676,0,1,0,1
168535,31663,43123,94346,140790,1,4,2,0
52599,17397,55406,309801,67560,2,1,0,0
149575,54943,85839,82674,25345,1,2,1,1
162212,58701,87567,342808,81199,0,4,2,0
127357,28561,60568,371493,73302,4,0,0,0
121116,37146,50297,86394,127173,3,3,0,1
148738,62119,142851,144258,147531,3,1,1,1
24157,35030,118612,377224,83028,2,4,2,1
34680,60119,112302,467616,186790,4,2,2,1
29074,29825,46839,369256,127514,2,1,2,1
115100,25988,45507,99244,125788,3,4,1,0
153115,75761,62127,467993,453,0,0,2,0
15976,70404,91932,97170,77707,0,0,2,1
98789,2017,17957,107724,135864,2,3,0,0
146779,34206,13543,175207,104647,1,3,1,0
70867,57196,83705,320038,87640,3,0,1,1
135431,10929,138588,60091,154591,1,3,0,1
184006,28840,128089,89367,13265,0,1,2,1
165259,35929,71892,151611,56630,2,1,1,0
92580,77462,123396,359181,95310,0,0,0,1
94876,24976,134984,158698,98256,1,4,1,1
12526,39500,83366,473533,190189,0,1,0,1
138023,65212,89888,206354,94533,2,4,1,0
5595,29592,50643,254793,62665,4,2,2,1
159841,25020,112621,347518,44912,2,1,1,0
138922,28400,21953,106410,125155,0,0,1,0
9055,38170,109976,290395,135604,4,2,1,1
82926,78816,80400,99525,101164,1,4,1,1
14336,65421,46021,396998,117369,2,4,1,1
47719,49037,135695,134585,144407,4,2,0,1
36007,56947,116833,118637,120721,4,1,0,1
122243,9107,15993,489557,93650,4,3,2,0
116850,42942,26138,118558,175599,3,2,2,0
34086,17322,135604,362958,119324,1,2,1,0
8435,53331,123457,314533,53014,2,1,2,1
26322,35739,89553,8314,93831,4,2,0,1
41113,15357,30365,301173,1737,2,0,2,0
83218,27499,138692,238502,177229,3,2,2,1
29596,11434,68382,300242,4655,4,3,1,1
22558,58436,117779,124891,32376,2,2,0,1
34332,46737,140912,89031,183024,0,2,2,1
162921,1541,139237,2765,43074,3,3,0,1
136841,17806,12972,149328,103903,3,3,1,0
108376,42399,54013,490821,145778,2,1,0,0
199839,26469,142385,401063,181294,2,0,1,0
136627,21323,80968,460138,53915,3,4,1,1
195346,73173,121266,288883,178780,1,3,2,0
12373,35281,30187,330007,97927,1,4,0,1
135503,7642,89971,55556,164832,0,1,1,1
155630,30782,14782,222489,185784,4,1,2,0
65030,68519,66411,186278,97469,3,4,1,1
140653,11907,146681,182225,50539,0,3,0,1
100042,13163,32419,435794,121211,2,2,2,0
7413,9505,112802,133177,199176,2,1,0,1
173751,79731,75131,326424,15762,2,1,2,0
91339,48114,73230,164052,67194,0,1,2,0
158373,5141,114292,122984,13777,2,1,1,1
139917,23290,122551,423915,175324,2,1,0,0
62089,16608,138713,197345,16619,4,3,0,1
192397,21630,115575,115436,143250,2,0,2,1
159099,57853,122167,67359,78608,0,1,1,1
123920,67313,90308,308533,149233,0,2,1,0
29502,35757,51111,98273,58645,2,2,2,1
75192,50477,62021,29092,132314,3,1,2,1
102003,18302,65568,396448,102062,3,4,0,0
105128,10683,33664,102364,164244,1,4,0,0
16017,36613,40348,409664,9491,0,1,0,1
5368,73960,45010,447370,35851,1,0,0,1
132152,30936,88858,67005,37493,3,4,1,1
164437,17207,111735,22912,80771,4,3,2,1
155348,5534,121695,167558,196629,4,2,0,1
8641,32959,84123,449542,21498,1,1,0,1
64624,78177,51964,161100,111030,3,0,0,1
142345,71820,135342,91228,74353,3,3,2,1
186902,17127,21539,177833,46219,4,0,2,0
164687,7903,68008,476492,99318,4,4,2,0
72300,71545,30842,191285,42372,4,3,2,1
43744,57442,139070,85990,121670,2,4,2,1
188844,3190,58113,139861,32125,0,3,2,0
116904,47085,28768,181033,81099,2,3,1,0
28932,21360,64847,90365,85468,1,3,0,1
23807,11767,149143,53413,157221,4,4,0,1
115494,19787,30982,250768,22606,0,1,0,0
98286,8593,47381,383609,28074,3,2,1,1
31853,73719,128724,237777,167567,0,1,1,1
93478,33161,124296,238411,140788,3,2,0,1
56990,68921,110572,492495,7213,2,3,2,1
112853,4134,101428,39601,73889,2,0,2,1
80386,34731,146225,141553,99270,1,0,1,1
109470,28205,98887,343686,175221,0,4,2,0
29485,1067,30607,240491,61597,0,2,1,0
20187,3985,61514,280752,198334,1,2,1,0
22221,48506,30968,389821,159009,3,4,0,1
177903,42933,112951,370450,43601,4,2,2,1
179382,69893,96799,310511,13201,3,2,2,1
178567,21168,19964,421001,12336,3,4,0,1
80379,45591,71750,352792,96134,1,0,0,0
19429,67808,125577,184087,88074,0,3,2,1
42310,68827,109862,496210,38889,4,0,1,1
47438,7869,35958,207374,150840,2,1,2,0
31442,25596,85791,42406,40524,4,0,0,1
163635,36370,15062,44645,122759,4,4,1,0
90501,64471,26956,433689,144966,0,2,1,1
123428,15210,112081,169746,100025,0,0,0,1
129476,58971,69846,65480,52960,0,2,1,1
122265,48137,128922,121280,177484,4,3,0,1
55227,32450,94433,73704,6861,2,0,2,1
66293,68515,17065,168756,88720,4,0,1,1
141694,79332,112390,359000,66201,3,0,1,1
144491,47952,80799,179949,45687,3,4,2,1
15514,47456,17233,263246,66133,3,1,1,1
109085,6256,118684,326944,94937,4,2,0,1
178439,70382,137602,126270,126320,2,3,0,1
24239,10416,144484,344120,24406,3,2,0,1
141824,78025,142425,158058,14691,3,2,2,1
152478,75930,51708,377636,106629,0,1,1,0
26352,15438,54999,18482,163543,4,2,1,1
90184,5435,149565,203299,59321,3,2,1,1
40825,16934,15574,130698,169251,3,0,0,0
65561,77224,145481,389303,26751,4,0,1,1
159299,35201,46069,213262,26370,2,2,2,0
141394,65294,89468,160371,90715,1,0,1,1
147321,21390,30369,143953,9587,0,1,1,0
143905,47013,127341,389929,194692,2,0,1,0
91784,35282,34124,332246,133268,3,3,1,0
90395,11345,134544,296221,130429,0,3,0,0
82514,35771,120284,117399,104885,1,1,1,1
178805,11760,123226,99250,25762,2,4,0,1
141016,48825,23877,423206,129065,3,4,2,0
120074,55283,144330,251881,31629,3,1,1,1
20775,76575,10055,249084,88697,1,1,0,1
83199,25318,43734,213299,149594,0,1,1,0
139704,61779,131187,116603,61607,4,3,0,1
103408,34815,59297,60107,82793,2,0,1,1
151479,29309,103190,412111,370,4,2,1,1
8196,76349,74839,435132,8572,0,1,1,1
185462,32275,82379,394321,116074,0,1,0,0
105300,66961,124682,57175,137921,0,1,2,1
61866,47078,41113,246592,15401,4,0,2,1
152214,71492,86693,35135,27862,3,0,2,1
49648,28549,35761,265406,182331,4,0,0,0
92858,4677,140334,474081,101437,4,1,1,1
154667,60148,56926,75271,34457,3,4,1,1
50771,66354,122743,244453,168361,4,4,2,1
100057,38409,128566,323860,89152,3,3,0,1
27419,39291,22397,499631,57888,1,4,1,1
164413,75603,89360,13444,176719,0,3,2,1
117150,38383,104826,474768,97648,1,4,1,0
41490,55612,110474,298303,39710,0,0,1,1
112412,6458,140993,297668,137925,0,2,0,0
77833,3203,49267,37941,82809,0,2,0,1
178013,72918,10801,106538,112201,1,1,1,0
168521,25705,38363,161792,141044,1,4,2,0
61235,14855,135074,260078,54437,2,2,0,1
95410,19731,76324,185169,81720,1,1,1,0
92193,75677,95192,254829,87154,1,3,0,1
56644,32069,91741,420547,55897,0,2,0,0
108602,34629,134746,20431,187805,0,2,2,1
36385,70199,48677,118104,12818,1,1,0,1
45931,78894,82204,45784,106305,1,0,0,1
94506,74408,133852,215838,26708,1,2,0,1
57335,13541,29551,150453,113319,1,3,0,0
97264,59072,77560,213321,133558,3,2,1,1
89105,7086,137818,67853,101925,3,4,0,1
29226,25025,58380,269992,14274,4,1,2,1
120981,35233,26304,273438,26425,1,1,1,0
96549,44990,116748,466962,68295,3,2,2,1
55411,40958,105696,151779,146320,2,0,1,1
72421,40612,23450,9491,117026,4,2,2,1
56883,65629,111291,242223,9967,2,4,2,1
33876,19971,59228,254767,74495,1,1,0,0
139418,56176,62300,142412,33012,1,1,1,0
161629,64204,83273,374472,110304,4,3,2,0
171239,10391,132013,181693,141964,2,1,0,1
84071,41002,132611,70658,9852,3,3,1,1
44994,33725,141632,386354,56565,0,2,2,1
26329,68187,85542,108237,114476,3,1,1,1
166855,60645,63175,477432,193781,3,2,0,0
69222,34493,22213,97367,178002,1,3,0,0
37583,79944,32369,179000,115844,4,0,1,1
10295,20460,24963,339260,27328,2,3,1,1
52598,60776,82258,303113,167984,0,2,0,1
26274,34416,110434,243768,160119,4,2,2,1
85758,12363,40628,69672,46246,1,1,2,1
7810,59860,81688,327692,193435,2,2,0,1
139693,44433,76188,186023,81718,4,2,1,0
15435,53911,38067,87794,93823,0,1,1,1
163696,57745,113915,405732,129560,3,4,0,0
157586,57032,147521,132797,81406,0,2,0,1
99488,75591,105044,143748,25192,2,2,2,1
124304,4725,98207,188704,198017,0,1,1,1
151776,50575,129641,232366,132267,4,2,1,1
197385,2402,73190,246256,183623,3,3,1,0
119110,65908,137337,284764,34112,3,0,0,1
66264,31958,142767,362355,119502,4,3,1,1
137475,74391,20839,458762,178901,1,0,2,0
30651,39963,127776,341342,144811,1,4,1,1
155492,37606,128341,44135,37067,4,3,2,1
63643,21534,101270,494649,163944,1,1,0,0
